discipline_title;slug_game;event_title;event_gender;medal_type;participant_type;country_3_letter_code;";"
Wrestling;london-1908;Featherweight, Freestyle (≤133 pounds) Men;Men;SILVER;Athlete;GBR;
Wrestling;london-1908;Featherweight, Freestyle (≤133 pounds) Men;Men;BRONZE;Athlete;GBR;
Wrestling;london-1908;Heavyweight, Greco-Roman (>93 kilograms) Men;Men;GOLD;Athlete;HUN;
Wrestling;london-1908;Heavyweight, Greco-Roman (>93 kilograms) Men;Men;SILVER;Athlete;RUS;
Wrestling;london-1908;Heavyweight, Greco-Roman (>93 kilograms) Men;Men;BRONZE;Athlete;DEN;
Wrestling;london-1908;Bantamweight, Freestyle (≤54 kilograms) Men;Men;GOLD;Athlete;USA;
Wrestling;london-1908;Bantamweight, Freestyle (≤54 kilograms) Men;Men;SILVER;Athlete;GBR;
Wrestling;london-1908;Bantamweight, Freestyle (≤54 kilograms) Men;Men;BRONZE;Athlete;CAN;
Wrestling;london-1908;Light-Heavyweight, Greco-Roman (≤93 kilograms) Men;Men;GOLD;Athlete;FIN;
Wrestling;london-1908;Light-Heavyweight, Greco-Roman (≤93 kilograms) Men;Men;SILVER;Athlete;FIN;
Wrestling;london-1908;Light-Heavyweight, Greco-Roman (≤93 kilograms) Men;Men;BRONZE;Athlete;DEN;
Wrestling;london-1908;Heavyweight, Freestyle (>73 kilograms) Men;Men;GOLD;Athlete;GBR;
Wrestling;london-1908;Heavyweight, Freestyle (>73 kilograms) Men;Men;SILVER;Athlete;NOR;
Wrestling;london-1908;Heavyweight, Freestyle (>73 kilograms) Men;Men;BRONZE;Athlete;GBR;
Jeu de Paume;london-1908;Individual men;Men;GOLD;Athlete;USA;
Jeu de Paume;london-1908;Individual men;Men;SILVER;Athlete;GBR;
Jeu de Paume;london-1908;Individual men;Men;BRONZE;Athlete;GBR;
Tennis;london-1908;Doubles Men;Men;GOLD;GameTeam;GBR;
Tennis;london-1908;Doubles Men;Men;GOLD;GameTeam;GBR;
Tennis;london-1908;Doubles Men;Men;SILVER;GameTeam;GBR;
Tennis;london-1908;Doubles Men;Men;SILVER;GameTeam;GBR;
Tennis;london-1908;Doubles Men;Men;BRONZE;GameTeam;GBR;
Tennis;london-1908;Doubles Men;Men;BRONZE;GameTeam;GBR;
Tennis;london-1908;Singles men;Men;GOLD;Athlete;GBR;
Tennis;london-1908;Singles men;Men;SILVER;Athlete;GER;
Tennis;london-1908;Singles men;Men;BRONZE;Athlete;GBR;
Tennis;london-1908;doubles indoor men;Women;GOLD;Athlete;GBR;
Tennis;london-1908;doubles indoor men;Women;SILVER;Athlete;GBR;
Tennis;london-1908;doubles indoor men;Women;BRONZE;Athlete;SWE;
Tennis;london-1908;singles indoor men;Men;GOLD;Athlete;GBR;
Tennis;london-1908;singles indoor men;Men;SILVER;Athlete;GBR;
Tennis;london-1908;singles indoor men;Men;BRONZE;Athlete;GBR;
Tennis;london-1908;Singles women;Women;GOLD;Athlete;GBR;
Tennis;london-1908;Singles women;Women;SILVER;Athlete;GBR;
Tennis;london-1908;Singles women;Women;BRONZE;Athlete;GBR;
Tennis;london-1908;doubles indoor men;Men;GOLD;GameTeam;GBR;
Tennis;london-1908;doubles indoor men;Men;GOLD;GameTeam;GBR;
Tennis;london-1908;doubles indoor men;Men;SILVER;GameTeam;GBR;
Tennis;london-1908;doubles indoor men;Men;SILVER;GameTeam;GBR;
Tennis;london-1908;doubles indoor men;Men;BRONZE;GameTeam;SWE;
Tennis;london-1908;doubles indoor men;Men;BRONZE;GameTeam;SWE;
Rugby;london-1908;rugby men;Men;GOLD;GameTeam;ANZ;
Rugby;london-1908;rugby men;Men;SILVER;GameTeam;GBR;
Water Motorsports;london-1908;class B up to 60 feet men;Open;GOLD;GameTeam;GBR;
Water Motorsports;london-1908;8m class C men;Open;GOLD;GameTeam;GBR;
Water Motorsports;london-1908;open class A men;Open;GOLD;GameTeam;FRA;
Sailing;london-1908;6m mixed;Open;GOLD;GameTeam;GBR;
Sailing;london-1908;6m mixed;Open;SILVER;GameTeam;BEL;
Sailing;london-1908;6m mixed;Open;BRONZE;GameTeam;FRA;
Sailing;london-1908;8m mixed;Open;GOLD;GameTeam;GBR;
Sailing;london-1908;8m mixed;Open;SILVER;GameTeam;SWE;
Sailing;london-1908;8m mixed;Open;BRONZE;GameTeam;GBR;
Sailing;london-1908;7m mixed;Open;GOLD;GameTeam;GBR;
Sailing;london-1908;12m mixed;Open;GOLD;GameTeam;GBR;
Sailing;london-1908;12m mixed;Open;SILVER;GameTeam;GBR;
Rowing;london-1908;Coxed Eights Men;Men;GOLD;GameTeam;GBR;
Rowing;london-1908;Coxed Eights Men;Men;SILVER;GameTeam;BEL;
Rowing;london-1908;Coxed Eights Men;Men;BRONZE;GameTeam;CAN;
Rowing;london-1908;Coxed Eights Men;Men;BRONZE;GameTeam;GBR;
Rowing;london-1908;Coxless Pairs Men;Men;GOLD;GameTeam;GBR;
Rowing;london-1908;Coxless Pairs Men;Men;GOLD;GameTeam;GBR;
Rowing;london-1908;Coxless Pairs Men;Men;SILVER;GameTeam;GBR;
Rowing;london-1908;Coxless Pairs Men;Men;SILVER;GameTeam;GBR;
Rowing;london-1908;Coxless Pairs Men;Men;BRONZE;GameTeam;CAN;
Rowing;london-1908;Coxless Pairs Men;Men;BRONZE;GameTeam;CAN;
Rowing;london-1908;Coxless Pairs Men;Men;BRONZE;GameTeam;GER;
Rowing;london-1908;Coxless Pairs Men;Men;BRONZE;GameTeam;GER;
Rowing;london-1908;Coxless Fours Men;Men;GOLD;GameTeam;GBR;
Rowing;london-1908;Coxless Fours Men;Men;SILVER;GameTeam;GBR;
Rowing;london-1908;Coxless Fours Men;Men;BRONZE;GameTeam;CAN;
Rowing;london-1908;Coxless Fours Men;Men;BRONZE;GameTeam;NED;
Rowing;london-1908;single sculls 1x men;Men;GOLD;Athlete;GBR;
Rowing;london-1908;single sculls 1x men;Men;SILVER;Athlete;GBR;
Rowing;london-1908;single sculls 1x men;Men;BRONZE;Athlete;HUN;
Rowing;london-1908;single sculls 1x men;Men;BRONZE;Athlete;GER;
Archery;london-1908;york round (100y - 80y - 60y) men;Men;GOLD;Athlete;GBR;
Archery;london-1908;york round (100y - 80y - 60y) men;Men;SILVER;Athlete;GBR;
Archery;london-1908;york round (100y - 80y - 60y) men;Men;BRONZE;Athlete;USA;
Archery;london-1908;national round 60y  50y women;Women;GOLD;Athlete;GBR;
Archery;london-1908;national round 60y  50y women;Women;SILVER;Athlete;GBR;
Archery;london-1908;national round 60y  50y women;Women;BRONZE;Athlete;GBR;
Archery;london-1908;continental style 50m men;Men;GOLD;Athlete;FRA;
Archery;london-1908;continental style 50m men;Men;SILVER;Athlete;FRA;
Archery;london-1908;continental style 50m men;Men;BRONZE;Athlete;FRA;
Football;london-1908;football men;Men;GOLD;GameTeam;GBR;
Football;london-1908;football men;Men;SILVER;GameTeam;DEN;
Football;london-1908;football men;Men;BRONZE;GameTeam;NED;
Shooting;london-1908;trap 125 targets men;Men;GOLD;Athlete;CAN;
Shooting;london-1908;trap 125 targets men;Men;SILVER;Athlete;CAN;
Shooting;london-1908;trap 125 targets men;Men;BRONZE;Athlete;GBR;
Shooting;london-1908;trap 125 targets men;Men;BRONZE;Athlete;GRE;
Shooting;london-1908;Military Rifle, 200/500/600/800/900/1,000 Yards, Team Men;Men;GOLD;GameTeam;USA;
Shooting;london-1908;Military Rifle, 200/500/600/800/900/1,000 Yards, Team Men;Men;SILVER;GameTeam;GBR;
Shooting;london-1908;Military Rifle, 200/500/600/800/900/1,000 Yards, Team Men;Men;BRONZE;GameTeam;CAN;
Shooting;london-1908;50m pistol 60 shots men;Men;GOLD;Athlete;BEL;
Shooting;london-1908;50m pistol 60 shots men;Men;SILVER;Athlete;BEL;
Shooting;london-1908;50m pistol 60 shots men;Men;BRONZE;Athlete;USA;
Shooting;london-1908;25y small bore rifle disappearing target men;Men;GOLD;Athlete;GBR;
Shooting;london-1908;25y small bore rifle disappearing target men;Men;SILVER;Athlete;GBR;
Shooting;london-1908;25y small bore rifle disappearing target men;Men;BRONZE;Athlete;GBR;
Shooting;london-1908;100m running deer single shots men;Men;GOLD;Athlete;SWE;
Shooting;london-1908;100m running deer single shots men;Men;SILVER;Athlete;GBR;
Shooting;london-1908;100m running deer single shots men;Men;BRONZE;Athlete;GBR;
Shooting;london-1908;Free Rifle, Three Positions, 300 metres, Team Men;Men;GOLD;GameTeam;NOR;
Shooting;london-1908;Free Rifle, Three Positions, 300 metres, Team Men;Men;SILVER;GameTeam;SWE;
Shooting;london-1908;Free Rifle, Three Positions, 300 metres, Team Men;Men;BRONZE;GameTeam;FRA;
Shooting;london-1908;50m rifle prone 60 shots men;Men;GOLD;Athlete;GBR;
Shooting;london-1908;50m rifle prone 60 shots men;Men;SILVER;Athlete;GBR;
Shooting;london-1908;50m rifle prone 60 shots men;Men;BRONZE;Athlete;GBR;
Shooting;london-1908;Small-Bore Rifle, 50 And 100 Yards, Team Men;Men;GOLD;GameTeam;GBR;
Shooting;london-1908;Small-Bore Rifle, 50 And 100 Yards, Team Men;Men;SILVER;GameTeam;SWE;
Shooting;london-1908;Small-Bore Rifle, 50 And 100 Yards, Team Men;Men;BRONZE;GameTeam;FRA;
Shooting;london-1908;300m free rifle 3 positions 3 men;Men;GOLD;Athlete;NOR;
Shooting;london-1908;300m free rifle 3 positions 3 men;Men;SILVER;Athlete;USA;
Shooting;london-1908;300m free rifle 3 positions 3 men;Men;BRONZE;Athlete;NOR;
Shooting;london-1908;100m running deer single shots team men;Men;GOLD;GameTeam;SWE;
Shooting;london-1908;100m running deer single shots team men;Men;SILVER;GameTeam;GBR;
Shooting;london-1908;100m running deer double shots men;Men;GOLD;Athlete;USA;
Shooting;london-1908;100m running deer double shots men;Men;SILVER;Athlete;GBR;
Shooting;london-1908;100m running deer double shots men;Men;BRONZE;Athlete;SWE;
Shooting;london-1908;Free Pistol, 50 Yards, Team Men;Men;GOLD;GameTeam;USA;
Shooting;london-1908;Free Pistol, 50 Yards, Team Men;Men;SILVER;GameTeam;BEL;
Shooting;london-1908;Free Pistol, 50 Yards, Team Men;Men;BRONZE;GameTeam;GBR;
Shooting;london-1908;1000y free rifle prone men;Men;GOLD;Athlete;GBR;
Shooting;london-1908;1000y free rifle prone men;Men;SILVER;Athlete;USA;
Shooting;london-1908;1000y free rifle prone men;Men;BRONZE;Athlete;GBR;
Shooting;london-1908;rifle team men;Men;GOLD;GameTeam;GBR;
Shooting;london-1908;rifle team men;Men;SILVER;GameTeam;CAN;
Shooting;london-1908;rifle team men;Men;BRONZE;GameTeam;GBR;
Shooting;london-1908;25y small bore rifle moving target men;Men;GOLD;Athlete;GBR;
Shooting;london-1908;25y small bore rifle moving target men;Men;SILVER;Athlete;GBR;
Shooting;london-1908;25y small bore rifle moving target men;Men;BRONZE;Athlete;GBR;
Cycling Track;london-1908;1980 yards Pursuit Team men;Men;GOLD;GameTeam;GBR;
Cycling Track;london-1908;1980 yards Pursuit Team men;Men;SILVER;GameTeam;GER;
Cycling Track;london-1908;1980 yards Pursuit Team men;Men;BRONZE;GameTeam;CAN;
Cycling Track;london-1908;5000m men;Men;GOLD;Athlete;GBR;
Cycling Track;london-1908;5000m men;Men;SILVER;Athlete;FRA;
Cycling Track;london-1908;5000m men;Men;BRONZE;Athlete;FRA;
Cycling Track;london-1908;One lap 660y sprint men;Men;GOLD;Athlete;GBR;
Cycling Track;london-1908;One lap 660y sprint men;Men;SILVER;Athlete;FRA;
Cycling Track;london-1908;One lap 660y sprint men;Men;BRONZE;Athlete;GER;
Cycling Track;london-1908;Tandem Sprint, 2,000 metres Men;Men;GOLD;GameTeam;FRA;
Cycling Track;london-1908;Tandem Sprint, 2,000 metres Men;Men;GOLD;GameTeam;FRA;
Cycling Track;london-1908;Tandem Sprint, 2,000 metres Men;Men;SILVER;GameTeam;GBR;
Cycling Track;london-1908;Tandem Sprint, 2,000 metres Men;Men;SILVER;GameTeam;GBR;
Cycling Track;london-1908;Tandem Sprint, 2,000 metres Men;Men;BRONZE;GameTeam;GBR;
Cycling Track;london-1908;Tandem Sprint, 2,000 metres Men;Men;BRONZE;GameTeam;GBR;
Cycling Track;london-1908;20km men;Men;GOLD;Athlete;GBR;
Cycling Track;london-1908;20km men;Men;SILVER;Athlete;GBR;
Cycling Track;london-1908;20km men;Men;BRONZE;Athlete;BEL;
Cycling Track;london-1908;100km men;Men;GOLD;Athlete;GBR;
Cycling Track;london-1908;100km men;Men;SILVER;Athlete;GBR;
Cycling Track;london-1908;100km men;Men;BRONZE;Athlete;FRA;
Athletics;london-1908;discus throw ancient style men;Men;GOLD;Athlete;USA;
Athletics;london-1908;discus throw ancient style men;Men;SILVER;Athlete;USA;
Athletics;london-1908;discus throw ancient style men;Men;BRONZE;Athlete;FIN;
Athletics;london-1908;1,600 metres Medley Relay Men;Men;GOLD;GameTeam;USA;
Athletics;london-1908;1,600 metres Medley Relay Men;Men;SILVER;GameTeam;GER;
Athletics;london-1908;1,600 metres Medley Relay Men;Men;BRONZE;GameTeam;HUN;
Athletics;london-1908;long jump standing men;Men;GOLD;Athlete;USA;
Athletics;london-1908;long jump standing men;Men;SILVER;Athlete;GRE;
Athletics;london-1908;long jump standing men;Men;BRONZE;Athlete;USA;
Athletics;london-1908;10miles walk 1609m men;Men;GOLD;Athlete;GBR;
Athletics;london-1908;10miles walk 1609m men;Men;SILVER;Athlete;GBR;
Athletics;london-1908;10miles walk 1609m men;Men;BRONZE;Athlete;GBR;
Athletics;london-1908;triple jump men;Men;GOLD;Athlete;GBR;
Athletics;london-1908;triple jump men;Men;SILVER;Athlete;CAN;
Athletics;london-1908;triple jump men;Men;BRONZE;Athlete;NOR;
Athletics;london-1908;hammer throw men;Men;GOLD;Athlete;USA;
Athletics;london-1908;hammer throw men;Men;SILVER;Athlete;USA;
Athletics;london-1908;hammer throw men;Men;BRONZE;Athlete;CAN;
Athletics;london-1908;high jump men;Men;GOLD;Athlete;USA;
Athletics;london-1908;high jump men;Men;SILVER;Athlete;GBR;
Athletics;london-1908;high jump men;Men;SILVER;Athlete;HUN;
Athletics;london-1908;high jump men;Men;SILVER;Athlete;FRA;
Athletics;london-1908;400m men;Men;GOLD;Athlete;GBR;
Athletics;london-1908;discus throw men;Men;GOLD;Athlete;USA;
Athletics;london-1908;discus throw men;Men;SILVER;Athlete;USA;
Athletics;london-1908;discus throw men;Men;BRONZE;Athlete;USA;
Athletics;london-1908;1500m men;Men;GOLD;Athlete;USA;
Athletics;london-1908;1500m men;Men;SILVER;Athlete;GBR;
Athletics;london-1908;1500m men;Men;BRONZE;Athlete;GBR;
Athletics;london-1908;javelin throw freestyle men;Men;GOLD;Athlete;SWE;
Athletics;london-1908;javelin throw freestyle men;Men;SILVER;Athlete;GRE;
Athletics;london-1908;javelin throw freestyle men;Men;BRONZE;Athlete;NOR;
Athletics;london-1908;pole vault men;Men;GOLD;Athlete;USA;
Athletics;london-1908;pole vault men;Men;GOLD;Athlete;USA;
Athletics;london-1908;pole vault men;Men;BRONZE;Athlete;USA;
Athletics;london-1908;pole vault men;Men;BRONZE;Athlete;SWE;
Athletics;london-1908;pole vault men;Men;BRONZE;Athlete;CAN;
Athletics;london-1908;100m men;Men;GOLD;Athlete;RSA;
Athletics;london-1908;100m men;Men;SILVER;Athlete;USA;
Athletics;london-1908;100m men;Men;BRONZE;Athlete;CAN;
Athletics;london-1908;javelin throw men;Men;GOLD;Athlete;SWE;
Athletics;london-1908;javelin throw men;Men;SILVER;Athlete;NOR;
Athletics;london-1908;javelin throw men;Men;BRONZE;Athlete;SWE;
Athletics;london-1908;marathon men;Men;GOLD;Athlete;USA;
Athletics;london-1908;marathon men;Men;SILVER;Athlete;RSA;
Athletics;london-1908;marathon men;Men;BRONZE;Athlete;USA;
Athletics;london-1908;400m hurdles men;Men;GOLD;Athlete;USA;
Athletics;london-1908;400m hurdles men;Men;SILVER;Athlete;USA;
Athletics;london-1908;400m hurdles men;Men;BRONZE;Athlete;GBR;
Athletics;london-1908;3miles team 4828m men;Men;GOLD;GameTeam;GBR;
Athletics;london-1908;3miles team 4828m men;Men;SILVER;GameTeam;USA;
Athletics;london-1908;3miles team 4828m men;Men;BRONZE;GameTeam;FRA;
Athletics;london-1908;3200m steeplechase men;Men;GOLD;Athlete;GBR;
Athletics;london-1908;3200m steeplechase men;Men;SILVER;Athlete;GBR;
Athletics;london-1908;3200m steeplechase men;Men;BRONZE;Athlete;USA;
Athletics;london-1908;5 miles 8047m men;Men;GOLD;Athlete;GBR;
Athletics;london-1908;5 miles 8047m men;Men;SILVER;Athlete;GBR;
Athletics;london-1908;5 miles 8047m men;Men;BRONZE;Athlete;SWE;
Athletics;london-1908;high jump standing men;Men;GOLD;Athlete;USA;
Athletics;london-1908;high jump standing men;Men;SILVER;Athlete;USA;
Athletics;london-1908;high jump standing men;Men;SILVER;Athlete;GRE;
Athletics;london-1908;200m men;Men;GOLD;Athlete;CAN;
Athletics;london-1908;200m men;Men;SILVER;Athlete;USA;
Athletics;london-1908;200m men;Men;BRONZE;Athlete;USA;
Athletics;london-1908;shot put men;Men;GOLD;Athlete;USA;
Athletics;london-1908;shot put men;Men;SILVER;Athlete;GBR;
Athletics;london-1908;shot put men;Men;BRONZE;Athlete;USA;
Athletics;london-1908;long jump men;Men;GOLD;Athlete;USA;
Athletics;london-1908;long jump men;Men;SILVER;Athlete;USA;
Athletics;london-1908;long jump men;Men;BRONZE;Athlete;CAN;
Athletics;london-1908;110m hurdles men;Men;GOLD;Athlete;USA;
Athletics;london-1908;110m hurdles men;Men;SILVER;Athlete;USA;
Athletics;london-1908;110m hurdles men;Men;BRONZE;Athlete;USA;
Athletics;london-1908;800m men;Men;GOLD;Athlete;USA;
Athletics;london-1908;800m men;Men;SILVER;Athlete;ITA;
Athletics;london-1908;800m men;Men;BRONZE;Athlete;GER;
Athletics;london-1908;3500m walk men;Men;GOLD;Athlete;GBR;
Athletics;london-1908;3500m walk men;Men;SILVER;Athlete;GBR;
Athletics;london-1908;3500m walk men;Men;BRONZE;Athlete;ANZ;
Gymnastics Artistic;london-1908;team competition men;Men;GOLD;GameTeam;SWE;
Gymnastics Artistic;london-1908;team competition men;Men;SILVER;GameTeam;NOR;
Gymnastics Artistic;london-1908;team competition men;Men;BRONZE;GameTeam;FIN;
Gymnastics Artistic;london-1908;individual all-round men;Men;GOLD;Athlete;ITA;
Gymnastics Artistic;london-1908;individual all-round men;Men;SILVER;Athlete;GBR;
Gymnastics Artistic;london-1908;individual all-round men;Men;BRONZE;Athlete;FRA;
Polo;london-1908;polo men;Men;GOLD;GameTeam;GBR;
Polo;london-1908;polo men;Men;SILVER;GameTeam;GBR;
Polo;london-1908;polo men;Men;SILVER;GameTeam;GBR;
Swimming;london-1908;400m freestyle men;Men;GOLD;Athlete;GBR;
Swimming;london-1908;400m freestyle men;Men;SILVER;Athlete;ANZ;
Swimming;london-1908;400m freestyle men;Men;BRONZE;Athlete;AUT;
Swimming;london-1908;4x200m freestyle relay men;Men;GOLD;GameTeam;GBR;
Swimming;london-1908;4x200m freestyle relay men;Men;SILVER;GameTeam;HUN;
Swimming;london-1908;4x200m freestyle relay men;Men;BRONZE;GameTeam;USA;
Swimming;london-1908;200m breaststroke men;Men;GOLD;Athlete;GBR;
Swimming;london-1908;200m breaststroke men;Men;SILVER;Athlete;GBR;
Swimming;london-1908;200m breaststroke men;Men;BRONZE;Athlete;SWE;
Swimming;london-1908;1500m freestyle men;Men;GOLD;Athlete;GBR;
Swimming;london-1908;1500m freestyle men;Men;SILVER;Athlete;GBR;
Swimming;london-1908;1500m freestyle men;Men;BRONZE;Athlete;ANZ;
Swimming;london-1908;100m backstroke men;Men;GOLD;Athlete;GER;
Swimming;london-1908;100m backstroke men;Men;SILVER;Athlete;DEN;
Swimming;london-1908;100m backstroke men;Men;BRONZE;Athlete;GBR;
Swimming;london-1908;100m freestyle men;Men;GOLD;Athlete;USA;
Swimming;london-1908;100m freestyle men;Men;SILVER;Athlete;HUN;
Swimming;london-1908;100m freestyle men;Men;BRONZE;Athlete;SWE;
Lacrosse;london-1908;lacrosse men;Men;GOLD;GameTeam;CAN;
Lacrosse;london-1908;lacrosse men;Men;SILVER;GameTeam;GBR;
Water Polo;london-1908;water polo men;Men;GOLD;GameTeam;GBR;
Water Polo;london-1908;water polo men;Men;SILVER;GameTeam;BEL;
Water Polo;london-1908;water polo men;Men;BRONZE;GameTeam;SWE;
Boxing;london-1908;635  7167kg middleweight men;Men;GOLD;Athlete;GBR;
Boxing;london-1908;635  7167kg middleweight men;Men;SILVER;Athlete;ANZ;
Boxing;london-1908;635  7167kg middleweight men;Men;BRONZE;Athlete;GBR;
Boxing;london-1908;5262  5715kg featherweight men;Men;GOLD;Athlete;GBR;
Boxing;london-1908;5262  5715kg featherweight men;Men;SILVER;Athlete;GBR;
Boxing;london-1908;5262  5715kg featherweight men;Men;BRONZE;Athlete;GBR;
Boxing;london-1908;5715  635kg lightweight men;Men;GOLD;Athlete;GBR;
Boxing;london-1908;5715  635kg lightweight men;Men;SILVER;Athlete;GBR;
Boxing;london-1908;5715  635kg lightweight men;Men;BRONZE;Athlete;GBR;
Boxing;london-1908;5262kg bantamweight men;Men;GOLD;Athlete;GBR;
Boxing;london-1908;5262kg bantamweight men;Men;SILVER;Athlete;GBR;
Boxing;london-1908;5262kg bantamweight men;Men;BRONZE;Athlete;GBR;
Boxing;london-1908;7167kg heavyweight men;Men;GOLD;Athlete;GBR;
Boxing;london-1908;7167kg heavyweight men;Men;SILVER;Athlete;GBR;
Boxing;london-1908;7167kg heavyweight men;Men;BRONZE;Athlete;GBR;
Diving;london-1908;10m platform men;Men;GOLD;Athlete;SWE;
Diving;london-1908;10m platform men;Men;SILVER;Athlete;SWE;
Diving;london-1908;10m platform men;Men;BRONZE;Athlete;SWE;
Diving;london-1908;3m springboard men;Men;GOLD;Athlete;GER;
Diving;london-1908;3m springboard men;Men;SILVER;Athlete;GER;
Diving;london-1908;3m springboard men;Men;BRONZE;Athlete;USA;
Diving;london-1908;3m springboard men;Men;BRONZE;Athlete;GER;
Hockey;london-1908;hockey men;Men;GOLD;GameTeam;GBR;
Hockey;london-1908;hockey men;Men;SILVER;GameTeam;GBR;
Hockey;london-1908;hockey men;Men;BRONZE;GameTeam;GBR;
Hockey;london-1908;hockey men;Men;BRONZE;GameTeam;GBR;
Figure skating;london-1908;special figures men;Men;GOLD;Athlete;RUS;
Figure skating;london-1908;special figures men;Men;SILVER;Athlete;GBR;
Figure skating;london-1908;special figures men;Men;BRONZE;Athlete;GBR;
Figure skating;london-1908;Individual women;Women;GOLD;Athlete;GBR;
Figure skating;london-1908;Individual women;Women;SILVER;Athlete;GER;
Figure skating;london-1908;Individual women;Women;BRONZE;Athlete;GBR;
Figure skating;london-1908;Pairs mixed;Mixed;GOLD;GameTeam;GER;
Figure skating;london-1908;Pairs mixed;Mixed;GOLD;GameTeam;GER;
Figure skating;london-1908;Pairs mixed;Mixed;SILVER;GameTeam;GBR;
Figure skating;london-1908;Pairs mixed;Mixed;SILVER;GameTeam;GBR;
Figure skating;london-1908;Pairs mixed;Mixed;BRONZE;GameTeam;GBR;
Figure skating;london-1908;Pairs mixed;Mixed;BRONZE;GameTeam;GBR;
Figure skating;london-1908;Individual men;Men;GOLD;Athlete;SWE;
Figure skating;london-1908;Individual men;Men;SILVER;Athlete;SWE;
Figure skating;london-1908;Individual men;Men;BRONZE;Athlete;SWE;
Tug of War;london-1908;tug of war men;Men;GOLD;GameTeam;GBR;
Tug of War;london-1908;tug of war men;Men;SILVER;GameTeam;GBR;
Tug of War;london-1908;tug of war men;Men;BRONZE;GameTeam;GBR;
Rackets;london-1908;Doubles Men;Men;GOLD;GameTeam;GBR;
Rackets;london-1908;Doubles Men;Men;GOLD;GameTeam;GBR;
Rackets;london-1908;Doubles Men;Men;SILVER;GameTeam;GBR;
Rackets;london-1908;Doubles Men;Men;SILVER;GameTeam;GBR;
Rackets;london-1908;Doubles Men;Men;BRONZE;GameTeam;GBR;
Rackets;london-1908;Doubles Men;Men;BRONZE;GameTeam;GBR;
Rackets;london-1908;Individual men;Men;GOLD;Athlete;GBR;
Rackets;london-1908;Individual men;Men;SILVER;Athlete;GBR;
Rackets;london-1908;Individual men;Men;BRONZE;Athlete;GBR;
Rackets;london-1908;Individual men;Men;BRONZE;Athlete;GBR;
Athletics;st louis-1904;4miles team men;Men;GOLD;GameTeam;USA;
Athletics;st louis-1904;4miles team men;Men;SILVER;GameTeam;MIX;
Athletics;st louis-1904;100m men;Men;GOLD;Athlete;USA;
Athletics;st louis-1904;100m men;Men;SILVER;Athlete;USA;
Athletics;st louis-1904;100m men;Men;BRONZE;Athlete;USA;
Athletics;st louis-1904;800m men;Men;GOLD;Athlete;USA;
Athletics;st louis-1904;800m men;Men;SILVER;Athlete;USA;
Athletics;st louis-1904;800m men;Men;BRONZE;Athlete;USA;
Athletics;st louis-1904;pole vault men;Men;GOLD;Athlete;USA;
Athletics;st louis-1904;pole vault men;Men;SILVER;Athlete;USA;
Athletics;st louis-1904;pole vault men;Men;BRONZE;Athlete;USA;
Athletics;st louis-1904;200m men;Men;GOLD;Athlete;USA;
Athletics;st louis-1904;200m men;Men;SILVER;Athlete;USA;
Athletics;st louis-1904;200m men;Men;BRONZE;Athlete;USA;
Athletics;st louis-1904;200m hurdles men;Men;GOLD;Athlete;USA;
Athletics;st louis-1904;200m hurdles men;Men;SILVER;Athlete;USA;
Athletics;st louis-1904;200m hurdles men;Men;BRONZE;Athlete;USA;
Athletics;st louis-1904;400m hurdles men;Men;GOLD;Athlete;USA;
Athletics;st louis-1904;400m hurdles men;Men;SILVER;Athlete;USA;
Athletics;st louis-1904;400m hurdles men;Men;BRONZE;Athlete;USA;
Athletics;st louis-1904;110m hurdles men;Men;GOLD;Athlete;USA;
Athletics;st louis-1904;110m hurdles men;Men;SILVER;Athlete;USA;
Athletics;st louis-1904;110m hurdles men;Men;BRONZE;Athlete;USA;
Athletics;st louis-1904;high jump men;Men;GOLD;Athlete;USA;
Athletics;st louis-1904;high jump men;Men;SILVER;Athlete;USA;
Athletics;st louis-1904;high jump men;Men;BRONZE;Athlete;GER;
Athletics;st louis-1904;long jump men;Men;GOLD;Athlete;USA;
Athletics;st louis-1904;long jump men;Men;SILVER;Athlete;USA;
Athletics;st louis-1904;long jump men;Men;BRONZE;Athlete;USA;
Athletics;st louis-1904;400m men;Men;GOLD;Athlete;USA;
Athletics;st louis-1904;400m men;Men;SILVER;Athlete;USA;
Athletics;st louis-1904;400m men;Men;BRONZE;Athlete;USA;
Athletics;st louis-1904;60m men;Men;GOLD;Athlete;USA;
Athletics;st louis-1904;60m men;Men;SILVER;Athlete;USA;
Athletics;st louis-1904;60m men;Men;BRONZE;Athlete;USA;
Athletics;st louis-1904;56lb weight throw 254kg men;Men;GOLD;Athlete;CAN;
Athletics;st louis-1904;56lb weight throw 254kg men;Men;SILVER;Athlete;USA;
Athletics;st louis-1904;56lb weight throw 254kg men;Men;BRONZE;Athlete;USA;
Athletics;st louis-1904;triple jump standing men;Men;GOLD;Athlete;USA;
Athletics;st louis-1904;triple jump standing men;Men;SILVER;Athlete;USA;
Athletics;st louis-1904;triple jump standing men;Men;BRONZE;Athlete;USA;
Athletics;st louis-1904;long jump standing men;Men;GOLD;Athlete;USA;
Athletics;st louis-1904;long jump standing men;Men;SILVER;Athlete;USA;
Athletics;st louis-1904;long jump standing men;Men;BRONZE;Athlete;USA;
Athletics;st louis-1904;shot put men;Men;GOLD;Athlete;USA;
Athletics;st louis-1904;shot put men;Men;SILVER;Athlete;USA;
Athletics;st louis-1904;shot put men;Men;BRONZE;Athlete;USA;
