discipline_title;slug_game;event_title;event_gender;medal_type;participant_type;country_3_letter_code;";"
Curling;beijing-2022;Mixed Doubles;Mixed;GOLD;GameTeam;ITA;
Curling;beijing-2022;Mixed Doubles;Mixed;SILVER;GameTeam;NOR;
Curling;beijing-2022;Mixed Doubles;Mixed;BRONZE;GameTeam;SWE;
Curling;beijing-2022;Women;Women;GOLD;GameTeam;GBR;
Curling;beijing-2022;Women;Women;SILVER;GameTeam;JPN;
Curling;beijing-2022;Women;Women;BRONZE;GameTeam;SWE;
Curling;beijing-2022;Men;Men;GOLD;GameTeam;SWE;
Curling;beijing-2022;Men;Men;SILVER;GameTeam;GBR;
Curling;beijing-2022;Men;Men;BRONZE;GameTeam;CAN;
Freestyle Skiing;beijing-2022;Men's Moguls;Men;SILVER;Athlete;CAN;
Freestyle Skiing;beijing-2022;Men's Moguls;Men;GOLD;Athlete;SWE;
Freestyle Skiing;beijing-2022;Men's Moguls;Men;BRONZE;Athlete;JPN;
Freestyle Skiing;beijing-2022;Men's Freeski Halfpipe;Men;GOLD;Athlete;NZL;
Freestyle Skiing;beijing-2022;Men's Freeski Halfpipe;Men;SILVER;Athlete;USA;
Freestyle Skiing;beijing-2022;Men's Freeski Halfpipe;Men;BRONZE;Athlete;USA;
Freestyle Skiing;beijing-2022;Men's Freeski Big Air;Men;BRONZE;Athlete;SWE;
Freestyle Skiing;beijing-2022;Men's Freeski Big Air;Men;GOLD;Athlete;NOR;
Freestyle Skiing;beijing-2022;Men's Freeski Big Air;Men;SILVER;Athlete;USA;
Freestyle Skiing;beijing-2022;Men's Ski Cross;Men;BRONZE;Athlete;ROC;
Freestyle Skiing;beijing-2022;Men's Ski Cross;Men;SILVER;Athlete;SUI;
Freestyle Skiing;beijing-2022;Men's Ski Cross;Men;GOLD;Athlete;SUI;
Freestyle Skiing;beijing-2022;Women's Freeski Big Air;Women;BRONZE;Athlete;SUI;
Freestyle Skiing;beijing-2022;Women's Freeski Big Air;Women;GOLD;Athlete;CHN;
Freestyle Skiing;beijing-2022;Women's Freeski Big Air;Women;SILVER;Athlete;FRA;
Freestyle Skiing;beijing-2022;Women's Moguls;Women;SILVER;Athlete;USA;
Freestyle Skiing;beijing-2022;Women's Moguls;Women;GOLD;Athlete;AUS;
Freestyle Skiing;beijing-2022;Women's Moguls;Women;BRONZE;Athlete;ROC;
Freestyle Skiing;beijing-2022;Mixed Team Aerials;Mixed;GOLD;GameTeam;USA;
Freestyle Skiing;beijing-2022;Mixed Team Aerials;Mixed;SILVER;GameTeam;CHN;
Freestyle Skiing;beijing-2022;Mixed Team Aerials;Mixed;BRONZE;GameTeam;CAN;
Freestyle Skiing;beijing-2022;Women's Ski Cross;Women;SILVER;Athlete;CAN;
Freestyle Skiing;beijing-2022;Women's Ski Cross;Women;GOLD;Athlete;SWE;
Freestyle Skiing;beijing-2022;Women's Ski Cross;Women;BRONZE;Athlete;GER;
Freestyle Skiing;beijing-2022;Men's Aerials;Men;BRONZE;Athlete;ROC;
Freestyle Skiing;beijing-2022;Men's Aerials;Men;GOLD;Athlete;CHN;
Freestyle Skiing;beijing-2022;Men's Aerials;Men;SILVER;Athlete;UKR;
Freestyle Skiing;beijing-2022;Women's Aerials;Women;SILVER;Athlete;BLR;
Freestyle Skiing;beijing-2022;Women's Aerials;Women;GOLD;Athlete;CHN;
Freestyle Skiing;beijing-2022;Women's Aerials;Women;BRONZE;Athlete;USA;
Freestyle Skiing;beijing-2022;Women's Freeski Halfpipe;Women;SILVER;Athlete;CAN;
Freestyle Skiing;beijing-2022;Women's Freeski Halfpipe;Women;GOLD;Athlete;CHN;
Freestyle Skiing;beijing-2022;Women's Freeski Halfpipe;Women;BRONZE;Athlete;CAN;
Freestyle Skiing;beijing-2022;Women's Freeski Slopestyle;Women;SILVER;Athlete;CHN;
Freestyle Skiing;beijing-2022;Women's Freeski Slopestyle;Women;GOLD;Athlete;SUI;
Freestyle Skiing;beijing-2022;Women's Freeski Slopestyle;Women;BRONZE;Athlete;EST;
Freestyle Skiing;beijing-2022;Men's Freeski Slopestyle;Men;SILVER;Athlete;USA;
Freestyle Skiing;beijing-2022;Men's Freeski Slopestyle;Men;BRONZE;Athlete;SWE;
Freestyle Skiing;beijing-2022;Men's Freeski Slopestyle;Men;GOLD;Athlete;USA;
Short Track Speed Skating;beijing-2022;Women's 500m;Women;SILVER;Athlete;NED;
Short Track Speed Skating;beijing-2022;Women's 500m;Women;BRONZE;Athlete;CAN;
Short Track Speed Skating;beijing-2022;Women's 500m;Women;GOLD;Athlete;ITA;
Short Track Speed Skating;beijing-2022;Men's 500m;Men;BRONZE;Athlete;CAN;
Short Track Speed Skating;beijing-2022;Men's 500m;Men;GOLD;Athlete;HUN;
Short Track Speed Skating;beijing-2022;Men's 500m;Men;SILVER;Athlete;ROC;
Short Track Speed Skating;beijing-2022;Men's 5000m Relay;Men;GOLD;GameTeam;CAN;
Short Track Speed Skating;beijing-2022;Men's 5000m Relay;Men;SILVER;GameTeam;KOR;
Short Track Speed Skating;beijing-2022;Men's 5000m Relay;Men;BRONZE;GameTeam;ITA;
Short Track Speed Skating;beijing-2022;Team Relay;Mixed;GOLD;GameTeam;CHN;
Short Track Speed Skating;beijing-2022;Team Relay;Mixed;SILVER;GameTeam;ITA;
Short Track Speed Skating;beijing-2022;Team Relay;Mixed;BRONZE;GameTeam;HUN;
Short Track Speed Skating;beijing-2022;Men's 1500m;Men;BRONZE;Athlete;ROC;
Short Track Speed Skating;beijing-2022;Men's 1500m;Men;GOLD;Athlete;KOR;
Short Track Speed Skating;beijing-2022;Men's 1500m;Men;SILVER;Athlete;CAN;
Short Track Speed Skating;beijing-2022;Men's 1000m;Men;GOLD;Athlete;CHN;
Short Track Speed Skating;beijing-2022;Men's 1000m;Men;SILVER;Athlete;CHN;
Short Track Speed Skating;beijing-2022;Men's 1000m;Men;BRONZE;Athlete;HUN;
Short Track Speed Skating;beijing-2022;Women's 3000m Relay;Women;GOLD;GameTeam;NED;
Short Track Speed Skating;beijing-2022;Women's 3000m Relay;Women;SILVER;GameTeam;KOR;
Short Track Speed Skating;beijing-2022;Women's 3000m Relay;Women;BRONZE;GameTeam;CHN;
Short Track Speed Skating;beijing-2022;Women's 1000m;Women;GOLD;Athlete;NED;
Short Track Speed Skating;beijing-2022;Women's 1000m;Women;SILVER;Athlete;KOR;
Short Track Speed Skating;beijing-2022;Women's 1000m;Women;BRONZE;Athlete;BEL;
Short Track Speed Skating;beijing-2022;Women's 1500m;Women;GOLD;Athlete;KOR;
Short Track Speed Skating;beijing-2022;Women's 1500m;Women;BRONZE;Athlete;NED;
Short Track Speed Skating;beijing-2022;Women's 1500m;Women;SILVER;Athlete;ITA;
Snowboard;beijing-2022;Women's Snowboard Halfpipe;Women;SILVER;Athlete;ESP;
Snowboard;beijing-2022;Women's Snowboard Halfpipe;Women;BRONZE;Athlete;JPN;
Snowboard;beijing-2022;Women's Snowboard Halfpipe;Women;GOLD;Athlete;USA;
Snowboard;beijing-2022;Mixed Team Snowboard Cross;Mixed;GOLD;GameTeam;USA;
Snowboard;beijing-2022;Mixed Team Snowboard Cross;Mixed;GOLD;GameTeam;USA;
Snowboard;beijing-2022;Mixed Team Snowboard Cross;Mixed;SILVER;GameTeam;ITA;
Snowboard;beijing-2022;Mixed Team Snowboard Cross;Mixed;SILVER;GameTeam;ITA;
Snowboard;beijing-2022;Mixed Team Snowboard Cross;Mixed;BRONZE;GameTeam;CAN;
Snowboard;beijing-2022;Mixed Team Snowboard Cross;Mixed;BRONZE;GameTeam;CAN;
Snowboard;beijing-2022;Women's Snowboard Cross;Women;BRONZE;Athlete;CAN;
Snowboard;beijing-2022;Women's Snowboard Cross;Women;SILVER;Athlete;FRA;
Snowboard;beijing-2022;Women's Snowboard Cross;Women;GOLD;Athlete;USA;
Snowboard;beijing-2022;Men's Parallel Giant Slalom;Men;SILVER;Athlete;SLO;
Snowboard;beijing-2022;Men's Parallel Giant Slalom;Men;GOLD;Athlete;AUT;
Snowboard;beijing-2022;Men's Parallel Giant Slalom;Men;BRONZE;Athlete;ROC;
Snowboard;beijing-2022;Women's Snowboard Big Air;Women;BRONZE;Athlete;JPN;
Snowboard;beijing-2022;Women's Snowboard Big Air;Women;SILVER;Athlete;NZL;
Snowboard;beijing-2022;Women's Snowboard Big Air;Women;GOLD;Athlete;AUT;
Snowboard;beijing-2022;Men's Snowboard Cross;Men;BRONZE;Athlete;ITA;
Snowboard;beijing-2022;Men's Snowboard Cross;Men;SILVER;Athlete;CAN;
Snowboard;beijing-2022;Men's Snowboard Cross;Men;GOLD;Athlete;AUT;
Snowboard;beijing-2022;Men's Snowboard Slopestyle;Men;GOLD;Athlete;CAN;
Snowboard;beijing-2022;Men's Snowboard Slopestyle;Men;SILVER;Athlete;CHN;
Snowboard;beijing-2022;Men's Snowboard Slopestyle;Men;BRONZE;Athlete;CAN;
Snowboard;beijing-2022;Men's Snowboard Halfpipe;Men;BRONZE;Athlete;SUI;
Snowboard;beijing-2022;Men's Snowboard Halfpipe;Men;GOLD;Athlete;JPN;
Snowboard;beijing-2022;Men's Snowboard Halfpipe;Men;SILVER;Athlete;AUS;
Snowboard;beijing-2022;Women's Snowboard Slopestyle;Women;BRONZE;Athlete;AUS;
Snowboard;beijing-2022;Women's Snowboard Slopestyle;Women;SILVER;Athlete;USA;
Snowboard;beijing-2022;Women's Snowboard Slopestyle;Women;GOLD;Athlete;NZL;
Snowboard;beijing-2022;Women's Parallel Giant Slalom;Women;SILVER;Athlete;AUT;
Snowboard;beijing-2022;Women's Parallel Giant Slalom;Women;GOLD;Athlete;CZE;
Snowboard;beijing-2022;Women's Parallel Giant Slalom;Women;BRONZE;Athlete;SLO;
Snowboard;beijing-2022;Men's Snowboard Big Air;Men;SILVER;Athlete;NOR;
Snowboard;beijing-2022;Men's Snowboard Big Air;Men;GOLD;Athlete;CHN;
Snowboard;beijing-2022;Men's Snowboard Big Air;Men;BRONZE;Athlete;CAN;
Ski Jumping;beijing-2022;Men's Team;Men;GOLD;GameTeam;AUT;
Ski Jumping;beijing-2022;Men's Team;Men;SILVER;GameTeam;SLO;
Ski Jumping;beijing-2022;Men's Team;Men;BRONZE;GameTeam;GER;
Ski Jumping;beijing-2022;Men's LH Individual;Men;GOLD;Athlete;NOR;
Ski Jumping;beijing-2022;Men's LH Individual;Men;SILVER;Athlete;JPN;
Ski Jumping;beijing-2022;Men's LH Individual;Men;BRONZE;Athlete;GER;
Ski Jumping;beijing-2022;Mixed Team;Mixed;GOLD;GameTeam;SLO;
Ski Jumping;beijing-2022;Mixed Team;Mixed;SILVER;GameTeam;ROC;
Ski Jumping;beijing-2022;Mixed Team;Mixed;BRONZE;GameTeam;CAN;
Ski Jumping;beijing-2022;Women's NH Individual;Women;SILVER;Athlete;GER;
Ski Jumping;beijing-2022;Women's NH Individual;Women;GOLD;Athlete;SLO;
Ski Jumping;beijing-2022;Women's NH Individual;Women;BRONZE;Athlete;SLO;
Ski Jumping;beijing-2022;Men's NH Individual;Men;BRONZE;Athlete;POL;
Ski Jumping;beijing-2022;Men's NH Individual;Men;SILVER;Athlete;AUT;
Ski Jumping;beijing-2022;Men's NH Individual;Men;GOLD;Athlete;JPN;
Figure skating;beijing-2022;Team Event;Mixed;GOLD;GameTeam;ROC;
Figure skating;beijing-2022;Team Event;Mixed;GOLD;GameTeam;ROC;
Figure skating;beijing-2022;Team Event;Mixed;SILVER;GameTeam;USA;
Figure skating;beijing-2022;Team Event;Mixed;BRONZE;GameTeam;JPN;
Figure skating;beijing-2022;Pair Skating;Mixed;GOLD;GameTeam;CHN;
Figure skating;beijing-2022;Pair Skating;Mixed;GOLD;GameTeam;CHN;
Figure skating;beijing-2022;Pair Skating;Mixed;SILVER;GameTeam;ROC;
Figure skating;beijing-2022;Pair Skating;Mixed;SILVER;GameTeam;ROC;
Figure skating;beijing-2022;Pair Skating;Mixed;BRONZE;GameTeam;ROC;
Figure skating;beijing-2022;Pair Skating;Mixed;BRONZE;GameTeam;ROC;
Figure skating;beijing-2022;Ice Dance;Mixed;GOLD;GameTeam;FRA;
Figure skating;beijing-2022;Ice Dance;Mixed;GOLD;GameTeam;FRA;
Figure skating;beijing-2022;Ice Dance;Mixed;SILVER;GameTeam;ROC;
Figure skating;beijing-2022;Ice Dance;Mixed;SILVER;GameTeam;ROC;
Figure skating;beijing-2022;Ice Dance;Mixed;BRONZE;GameTeam;USA;
Figure skating;beijing-2022;Ice Dance;Mixed;BRONZE;GameTeam;USA;
Figure skating;beijing-2022;Women Single Skating;Women;GOLD;Athlete;ROC;
Figure skating;beijing-2022;Women Single Skating;Women;SILVER;Athlete;ROC;
Figure skating;beijing-2022;Women Single Skating;Women;BRONZE;Athlete;JPN;
Figure skating;beijing-2022;Men Single Skating;Men;BRONZE;Athlete;JPN;
Figure skating;beijing-2022;Men Single Skating;Men;GOLD;Athlete;USA;
Figure skating;beijing-2022;Men Single Skating;Men;SILVER;Athlete;JPN;
Luge;beijing-2022;Team Relay;Mixed;GOLD;GameTeam;GER;
Luge;beijing-2022;Team Relay;Mixed;SILVER;GameTeam;AUT;
Luge;beijing-2022;Team Relay;Mixed;BRONZE;GameTeam;LAT;
Luge;beijing-2022;Doubles;Open;GOLD;GameTeam;GER;
Luge;beijing-2022;Doubles;Open;GOLD;GameTeam;GER;
Luge;beijing-2022;Doubles;Open;SILVER;GameTeam;GER;
Luge;beijing-2022;Doubles;Open;SILVER;GameTeam;GER;
Luge;beijing-2022;Doubles;Open;BRONZE;GameTeam;AUT;
Luge;beijing-2022;Doubles;Open;BRONZE;GameTeam;AUT;
Luge;beijing-2022;Men's Singles;Men;SILVER;Athlete;AUT;
Luge;beijing-2022;Men's Singles;Men;GOLD;Athlete;GER;
Luge;beijing-2022;Men's Singles;Men;BRONZE;Athlete;ITA;
Luge;beijing-2022;Women's Singles;Women;SILVER;Athlete;GER;
Luge;beijing-2022;Women's Singles;Women;BRONZE;Athlete;ROC;
Luge;beijing-2022;Women's Singles;Women;GOLD;Athlete;GER;
Ice Hockey;beijing-2022;Men;Men;GOLD;GameTeam;FIN;
Ice Hockey;beijing-2022;Men;Men;SILVER;GameTeam;ROC;
Ice Hockey;beijing-2022;Men;Men;BRONZE;GameTeam;SVK;
Ice Hockey;beijing-2022;Women;Women;GOLD;GameTeam;CAN;
Ice Hockey;beijing-2022;Women;Women;SILVER;GameTeam;USA;
Ice Hockey;beijing-2022;Women;Women;BRONZE;GameTeam;FIN;
Biathlon;beijing-2022;Men's 12.5km Pursuit;Men;GOLD;Athlete;FRA;
Biathlon;beijing-2022;Men's 12.5km Pursuit;Men;SILVER;Athlete;NOR;
Biathlon;beijing-2022;Men's 12.5km Pursuit;Men;BRONZE;Athlete;ROC;
Biathlon;beijing-2022;Mixed Relay 4x6km (W+M);Mixed;GOLD;GameTeam;NOR;
Biathlon;beijing-2022;Mixed Relay 4x6km (W+M);Mixed;SILVER;GameTeam;FRA;
Biathlon;beijing-2022;Mixed Relay 4x6km (W+M);Mixed;BRONZE;GameTeam;ROC;
Biathlon;beijing-2022;Women's 12.5km Mass Start;Women;SILVER;Athlete;NOR;
Biathlon;beijing-2022;Women's 12.5km Mass Start;Women;GOLD;Athlete;FRA;
Biathlon;beijing-2022;Women's 12.5km Mass Start;Women;BRONZE;Athlete;NOR;
Biathlon;beijing-2022;Women's 10km Pursuit;Women;SILVER;Athlete;SWE;
Biathlon;beijing-2022;Women's 10km Pursuit;Women;BRONZE;Athlete;NOR;
Biathlon;beijing-2022;Women's 10km Pursuit;Women;GOLD;Athlete;NOR;
Biathlon;beijing-2022;Men's 10km Sprint;Men;SILVER;Athlete;FRA;
Biathlon;beijing-2022;Men's 10km Sprint;Men;GOLD;Athlete;NOR;
Biathlon;beijing-2022;Men's 10km Sprint;Men;BRONZE;Athlete;NOR;
Biathlon;beijing-2022;Women's 7.5km Sprint;Women;SILVER;Athlete;SWE;
Biathlon;beijing-2022;Women's 7.5km Sprint;Women;GOLD;Athlete;NOR;
Biathlon;beijing-2022;Women's 7.5km Sprint;Women;BRONZE;Athlete;ITA;
Biathlon;beijing-2022;Women's 4x6km Relay;Women;GOLD;GameTeam;SWE;
Biathlon;beijing-2022;Women's 4x6km Relay;Women;SILVER;GameTeam;ROC;
Biathlon;beijing-2022;Women's 4x6km Relay;Women;BRONZE;GameTeam;GER;
Biathlon;beijing-2022;Men's 15km Mass Start;Men;SILVER;Athlete;SWE;
Biathlon;beijing-2022;Men's 15km Mass Start;Men;BRONZE;Athlete;NOR;
Biathlon;beijing-2022;Men's 15km Mass Start;Men;GOLD;Athlete;NOR;
Biathlon;beijing-2022;Men's 20km Individual;Men;BRONZE;Athlete;NOR;
Biathlon;beijing-2022;Men's 20km Individual;Men;SILVER;Athlete;BLR;
Biathlon;beijing-2022;Men's 20km Individual;Men;GOLD;Athlete;FRA;
Biathlon;beijing-2022;Men's 4x7.5km Relay;Men;GOLD;GameTeam;NOR;
Biathlon;beijing-2022;Men's 4x7.5km Relay;Men;SILVER;GameTeam;FRA;
Biathlon;beijing-2022;Men's 4x7.5km Relay;Men;BRONZE;GameTeam;ROC;
Biathlon;beijing-2022;Women's 15km Individual;Women;GOLD;Athlete;GER;
Biathlon;beijing-2022;Women's 15km Individual;Women;SILVER;Athlete;FRA;
Biathlon;beijing-2022;Women's 15km Individual;Women;BRONZE;Athlete;NOR;
Alpine Skiing;beijing-2022;Men's Slalom;Men;GOLD;Athlete;FRA;
Alpine Skiing;beijing-2022;Men's Slalom;Men;SILVER;Athlete;AUT;
Alpine Skiing;beijing-2022;Men's Slalom;Men;BRONZE;Athlete;NOR;
Alpine Skiing;beijing-2022;Men's Downhill;Men;GOLD;Athlete;SUI;
Alpine Skiing;beijing-2022;Men's Downhill;Men;SILVER;Athlete;FRA;
Alpine Skiing;beijing-2022;Men's Downhill;Men;BRONZE;Athlete;AUT;
Alpine Skiing;beijing-2022;Women's Super-G;Women;SILVER;Athlete;AUT;
Alpine Skiing;beijing-2022;Women's Super-G;Women;BRONZE;Athlete;SUI;
Alpine Skiing;beijing-2022;Women's Super-G;Women;GOLD;Athlete;SUI;
Alpine Skiing;beijing-2022;Men's Super-G;Men;GOLD;Athlete;AUT;
Alpine Skiing;beijing-2022;Men's Super-G;Men;BRONZE;Athlete;NOR;
Alpine Skiing;beijing-2022;Men's Super-G;Men;SILVER;Athlete;USA;
Alpine Skiing;beijing-2022;Women's Downhill;Women;GOLD;Athlete;SUI;
Alpine Skiing;beijing-2022;Women's Downhill;Women;SILVER;Athlete;ITA;
Alpine Skiing;beijing-2022;Women's Downhill;Women;BRONZE;Athlete;ITA;
Alpine Skiing;beijing-2022;Mixed Team Parallel;Mixed;GOLD;GameTeam;AUT;
Alpine Skiing;beijing-2022;Mixed Team Parallel;Mixed;SILVER;GameTeam;GER;
Alpine Skiing;beijing-2022;Mixed Team Parallel;Mixed;BRONZE;GameTeam;NOR;
Alpine Skiing;beijing-2022;Men's Alpine Combined;Men;BRONZE;Athlete;CAN;
Alpine Skiing;beijing-2022;Men's Alpine Combined;Men;GOLD;Athlete;AUT;
Alpine Skiing;beijing-2022;Men's Alpine Combined;Men;SILVER;Athlete;NOR;
Alpine Skiing;beijing-2022;Men's Giant Slalom;Men;BRONZE;Athlete;FRA;
Alpine Skiing;beijing-2022;Men's Giant Slalom;Men;SILVER;Athlete;SLO;
Alpine Skiing;beijing-2022;Men's Giant Slalom;Men;GOLD;Athlete;SUI;
Alpine Skiing;beijing-2022;Women's Giant Slalom;Women;SILVER;Athlete;ITA;
Alpine Skiing;beijing-2022;Women's Giant Slalom;Women;BRONZE;Athlete;SUI;
Alpine Skiing;beijing-2022;Women's Giant Slalom;Women;GOLD;Athlete;SWE;
Alpine Skiing;beijing-2022;Women's Alpine Combined;Women;BRONZE;Athlete;ITA;
Alpine Skiing;beijing-2022;Women's Alpine Combined;Women;SILVER;Athlete;SUI;
Alpine Skiing;beijing-2022;Women's Alpine Combined;Women;GOLD;Athlete;SUI;
Alpine Skiing;beijing-2022;Women's Slalom;Women;GOLD;Athlete;SVK;
Alpine Skiing;beijing-2022;Women's Slalom;Women;BRONZE;Athlete;SUI;
Alpine Skiing;beijing-2022;Women's Slalom;Women;SILVER;Athlete;AUT;
Skeleton;beijing-2022;Women;Women;SILVER;Athlete;AUS;
Skeleton;beijing-2022;Women;Women;GOLD;Athlete;GER;
Skeleton;beijing-2022;Women;Women;BRONZE;Athlete;NED;
Skeleton;beijing-2022;Men;Men;SILVER;Athlete;GER;
Skeleton;beijing-2022;Men;Men;BRONZE;Athlete;CHN;
Skeleton;beijing-2022;Men;Men;GOLD;Athlete;GER;
Cross Country Skiing;beijing-2022;Women's Sprint Free;Women;SILVER;Athlete;SWE;
Cross Country Skiing;beijing-2022;Women's Sprint Free;Women;BRONZE;Athlete;USA;
Cross Country Skiing;beijing-2022;Women's Sprint Free;Women;GOLD;Athlete;SWE;
Cross Country Skiing;beijing-2022;Women's Team Sprint Classic;Women;GOLD;GameTeam;GER;
Cross Country Skiing;beijing-2022;Women's Team Sprint Classic;Women;GOLD;GameTeam;GER;
Cross Country Skiing;beijing-2022;Women's Team Sprint Classic;Women;SILVER;GameTeam;SWE;
Cross Country Skiing;beijing-2022;Women's Team Sprint Classic;Women;SILVER;GameTeam;SWE;
Cross Country Skiing;beijing-2022;Women's Team Sprint Classic;Women;BRONZE;GameTeam;ROC;
Cross Country Skiing;beijing-2022;Women's Team Sprint Classic;Women;BRONZE;GameTeam;ROC;
Cross Country Skiing;beijing-2022;Men's Team Sprint Classic;Men;GOLD;GameTeam;NOR;
Cross Country Skiing;beijing-2022;Men's Team Sprint Classic;Men;GOLD;GameTeam;NOR;
Cross Country Skiing;beijing-2022;Men's Team Sprint Classic;Men;SILVER;GameTeam;FIN;
Cross Country Skiing;beijing-2022;Men's Team Sprint Classic;Men;SILVER;GameTeam;FIN;
Cross Country Skiing;beijing-2022;Men's Team Sprint Classic;Men;BRONZE;GameTeam;ROC;
Cross Country Skiing;beijing-2022;Men's Team Sprint Classic;Men;BRONZE;GameTeam;ROC;
Cross Country Skiing;beijing-2022;Men's 15km + 15km Skiathlon;Men;GOLD;Athlete;ROC;
Cross Country Skiing;beijing-2022;Men's 15km + 15km Skiathlon;Men;SILVER;Athlete;ROC;
Cross Country Skiing;beijing-2022;Men's 15km + 15km Skiathlon;Men;BRONZE;Athlete;FIN;
Cross Country Skiing;beijing-2022;Men's 4 x 10km Relay;Men;GOLD;GameTeam;ROC;
Cross Country Skiing;beijing-2022;Men's 4 x 10km Relay;Men;SILVER;GameTeam;NOR;
Cross Country Skiing;beijing-2022;Men's 4 x 10km Relay;Men;BRONZE;GameTeam;FRA;
Cross Country Skiing;beijing-2022;Women's 7.5km + 7.5km Skiathlon;Women;BRONZE;Athlete;AUT;
Cross Country Skiing;beijing-2022;Women's 7.5km + 7.5km Skiathlon;Women;SILVER;Athlete;ROC;
Cross Country Skiing;beijing-2022;Women's 7.5km + 7.5km Skiathlon;Women;GOLD;Athlete;NOR;
Cross Country Skiing;beijing-2022;Women's 30km Mass Start Free;Women;SILVER;Athlete;USA;
Cross Country Skiing;beijing-2022;Women's 30km Mass Start Free;Women;BRONZE;Athlete;FIN;
Cross Country Skiing;beijing-2022;Women's 30km Mass Start Free;Women;GOLD;Athlete;NOR;
Cross Country Skiing;beijing-2022;Women's 10km Classic;Women;GOLD;Athlete;NOR;
Cross Country Skiing;beijing-2022;Women's 10km Classic;Women;SILVER;Athlete;FIN;
Cross Country Skiing;beijing-2022;Women's 10km Classic;Women;BRONZE;Athlete;FIN;
Cross Country Skiing;beijing-2022;Men's 50km Mass Start Free;Men;GOLD;Athlete;ROC;
Cross Country Skiing;beijing-2022;Men's 50km Mass Start Free;Men;SILVER;Athlete;ROC;
Cross Country Skiing;beijing-2022;Men's 50km Mass Start Free;Men;BRONZE;Athlete;NOR;
Cross Country Skiing;beijing-2022;Men's 15km Classic;Men;GOLD;Athlete;FIN;
Cross Country Skiing;beijing-2022;Men's 15km Classic;Men;BRONZE;Athlete;NOR;
Cross Country Skiing;beijing-2022;Men's 15km Classic;Men;SILVER;Athlete;ROC;
Cross Country Skiing;beijing-2022;Women's 4 x 5km Relay;Women;GOLD;GameTeam;ROC;
Cross Country Skiing;beijing-2022;Women's 4 x 5km Relay;Women;SILVER;GameTeam;GER;
Cross Country Skiing;beijing-2022;Women's 4 x 5km Relay;Women;BRONZE;GameTeam;SWE;
Cross Country Skiing;beijing-2022;Men's Sprint Free;Men;SILVER;Athlete;ITA;
Cross Country Skiing;beijing-2022;Men's Sprint Free;Men;BRONZE;Athlete;ROC;
Cross Country Skiing;beijing-2022;Men's Sprint Free;Men;GOLD;Athlete;NOR;
Speed skating;beijing-2022;Men's 1500m;Men;BRONZE;Athlete;KOR;
Speed skating;beijing-2022;Men's 1500m;Men;GOLD;Athlete;NED;
Speed skating;beijing-2022;Men's 1500m;Men;SILVER;Athlete;NED;
Speed skating;beijing-2022;Women's 1000m;Women;SILVER;Athlete;NED;
Speed skating;beijing-2022;Women's 1000m;Women;GOLD;Athlete;JPN;
Speed skating;beijing-2022;Women's 1000m;Women;BRONZE;Athlete;USA;
Speed skating;beijing-2022;Women's Team Pursuit;Women;GOLD;GameTeam;CAN;
Speed skating;beijing-2022;Women's Team Pursuit;Women;SILVER;GameTeam;JPN;
Speed skating;beijing-2022;Women's Team Pursuit;Women;BRONZE;GameTeam;NED;
Speed skating;beijing-2022;Men's 1000m;Men;SILVER;Athlete;CAN;
Speed skating;beijing-2022;Men's 1000m;Men;BRONZE;Athlete;NOR;
Speed skating;beijing-2022;Men's 1000m;Men;GOLD;Athlete;NED;
Speed skating;beijing-2022;Women's Mass Start;Women;BRONZE;Athlete;ITA;
Speed skating;beijing-2022;Women's Mass Start;Women;SILVER;Athlete;CAN;
Speed skating;beijing-2022;Women's Mass Start;Women;GOLD;Athlete;NED;
Speed skating;beijing-2022;Men's 5000m;Men;SILVER;Athlete;NED;
Speed skating;beijing-2022;Men's 5000m;Men;GOLD;Athlete;SWE;
Speed skating;beijing-2022;Men's 5000m;Men;BRONZE;Athlete;NOR;
Speed skating;beijing-2022;Women's 5000m;Women;BRONZE;Athlete;CZE;
Speed skating;beijing-2022;Women's 5000m;Women;SILVER;Athlete;CAN;
Speed skating;beijing-2022;Women's 5000m;Women;GOLD;Athlete;NED;
Speed skating;beijing-2022;Women's 3000m;Women;BRONZE;Athlete;CAN;
Speed skating;beijing-2022;Women's 3000m;Women;SILVER;Athlete;ITA;
Speed skating;beijing-2022;Women's 3000m;Women;GOLD;Athlete;NED;
Speed skating;beijing-2022;Men's 10000m;Men;BRONZE;Athlete;ITA;
Speed skating;beijing-2022;Men's 10000m;Men;GOLD;Athlete;SWE;
Speed skating;beijing-2022;Men's 10000m;Men;SILVER;Athlete;NED;
Speed skating;beijing-2022;Men's Mass Start;Men;SILVER;Athlete;KOR;
Speed skating;beijing-2022;Men's Mass Start;Men;GOLD;Athlete;BEL;
Speed skating;beijing-2022;Men's Mass Start;Men;BRONZE;Athlete;KOR;
Speed skating;beijing-2022;Men's Team Pursuit;Men;GOLD;GameTeam;NOR;
Speed skating;beijing-2022;Men's Team Pursuit;Men;SILVER;GameTeam;ROC;
Speed skating;beijing-2022;Men's Team Pursuit;Men;BRONZE;GameTeam;USA;
Speed skating;beijing-2022;Women's 1500m;Women;SILVER;Athlete;JPN;
Speed skating;beijing-2022;Women's 1500m;Women;BRONZE;Athlete;NED;
Speed skating;beijing-2022;Women's 1500m;Women;GOLD;Athlete;NED;
Speed skating;beijing-2022;Women's 500m;Women;GOLD;Athlete;USA;
Speed skating;beijing-2022;Women's 500m;Women;BRONZE;Athlete;ROC;
